Aerodromo_de_Destino,Aerodromo_de_Origem,CLS,Categoria_da_Aeronave,Classificacao_da_Ocorrência,Danos_a_Aeronave,Data_da_Ocorrencia,Descricao_do_Tipo,Fase_da_Operacao,Historico,Hora_da_Ocorrência,ICAO,Ilesos_Passageiros,Ilesos_Tripulantes,Latitude,Lesoes_Desconhecidas_Passageiros,Lesoes_Desconhecidas_Terceiros,Lesoes_Desconhecidas_Tripulantes,Lesoes_Fatais_Passageiros,Lesoes_Fatais_Terceiros,Lesoes_Fatais_Tripulantes,Lesoes_Graves_Passageiros,Lesoes_Graves_Terceiros,Lesoes_Graves_Tripulantes,Lesoes_Leves_Passageiros,Lesoes_Leves_Terceiros,Lesoes_Leves_Tripulantes,Longitude,Matricula,Modelo,Municipio,Nome_do_Fabricante,Numero_da_Ficha,Numero_da_Ocorrencia,Numero_de_Assentos,Operacao,Operador,Operador_Padronizado,PMD,PSSO,Regiao,Tipo_ICAO,Tipo_de_Aerodromo,Tipo_de_Ocorrencia,UF
null,null,L1P,S11,Acidente,Substancial,2022-01-14,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,Manobra,"A aeronave decolou de área de pouso para uso aeroagrícola (ZZZZ), localizada na Fazenda Santa Teresa, Cafelândia, SP, por volta das 09h45min (UTC) para um voo local de aplicação de defensivos agrícolas, com um piloto a bordo. Durante o voo, a aeronave perdeu a asa esquerda e colidiu contra o solo, em área de cultivo de cana na Fazenda Aliança, Cafelândia, SP.",13:30,Fora de Aeródromo,null,null,"-21,8639",null,null,null,null,null,1,null,null,null,null,null,null,"-49,7389",PTUPG,EMB-202,CAFELÂNDIA,NEIVA,2022723373,30994,1,Operação Agrícola,APC SERVIÇO AÉREO ESPECIALIZADO LTDA,APC SERVIÇO AÉREO ESPECIALIZADO LTDA,1800,verdadeiro,Sudeste,IPAN,-,SCF-NP,SP
SSVA ,****,L1P,TPP,Acidente,Substancial,2023-02-21,PERDA DE CONTROLE EM VOO,Decolagem,"Durante a decolagem da aeronave da área de pouso da Fazenda Santa Terezinha (ZZZZ), Corumbá, MS, com destino à fazenda Visa Estância, Ladário, MS, com um piloto e três passageiros a bordo, a fim de realizar um voo privado, a aeronave perdeu sustentação e colidiu contra o solo.",19:00:00,Aeródromo não cadastrado,3,1,"-18,2754",null,null,null,null,null,null,null,null,null,null,null,null,"-57,0318",PTBGZ,172A,CORUMBÁ ,CESSNA AIRCRAFT,2023620010,36466,4,Voo Privado,MARCO ANTÔNIO ZANATTA,MARCO ANTÔNIO ZANATTA,998,verdadeiro,Centro-Oeste,C172,null,LOC-I,MS
null,null,L1P,S05,Acidente,Substancial,2022-04-14,PERDA DE CONTROLE EM VOO,Manobra,"A aeronave decolou da área de pouso para uso aeroagrícola (APUA) da Fazenda Letícia (ZZZZ), no município de Mineiros, GO, a fim de realizar voo aeroagrícola, com um piloto a bordo. Durante a curva de reposicionamento ocorreu a perda de controle e colisão contra o solo na vegetação próxima.",10:30,Fora de Aeródromo,null,null,"-17,4792",null,null,null,null,null,1,null,null,null,null,null,null,"-52,4944",PRAAM,A188B,MINEIROS,CESSNA AIRCRAFT,2022749122,31791,1,Operação Agrícola,SAVANA AERO AGRICOLA LTDA,SAVANA AERO AGRICOLA LTDA,1905,verdadeiro,Centro-Oeste,C188,-,LOC-I,GO
null,null,L1T,TPP,Acidente,Substancial,2020-10-16,PERDA DE CONTROLE NO SOLO,Decolagem,"A aeronave decolaria da Área de Pouso para Uso Aeroagrícola Granja Santa Lourdes, município de Uruguaiana, RS, por volta das 14h30min (UTC), a fim de realizar voo local de pulverização, com um tripulante a bordo.Durante a corrida de decolagem, o piloto avistou a incursão de animais na pista e abortou a decolagem, contudo, houve a saída da pista pela lateral esquerda.A aeronave teve danos substanciais.O tripulante saiu ileso.",14:30:00,Fora de Aeródromo,null,1,"-29,9664",null,null,null,null,null,null,null,null,null,null,null,null,"-57,0433",PRWGC,AT-502B,URUGUAIANA,AIR TRACTOR,202048543,25924,1,Operação Agrícola,ANTONIO CEOLIN,ANTONIO CEOLIN,3629,verdadeiro,Sul,AT5T,-,LOC-G,RS
****,****,L2J,TPN,Ocorrência de Solo,Leve,2020-12-22,OPERAÇÕES NO SOLO,Estacionamento,"Durante a realização do descarregamento da aeronave, o trator colidiu contra a fuselagem da aeronave, ocasionando um dano na estrutura. A aeronave teve danos leves. Não houve lesões a pessoas.",10:30,SBRF,null,null,"-8,12639",null,null,null,null,null,null,null,null,null,null,null,null,"-34,9228",PRSDU,737-4B6,RECIFE,BOEING COMPANY,202039793,26408,8,Voo não regular,SIDERAL LINHAS AEREAS LTDA,SIDERAL,68038,verdadeiro,Nordeste,B734,Público,RAMP,PE
SSAK,SSAK,L00,PRI,Acidente,Substancial,2014-06-19,PERDA DE CONTROLE EM VOO,Decolagem,"A aeronave PP-FLU, com duas pessoas a bordo (piloto e passageiro), decolou de SSAK para realizar o reboque do planador PT-PJX (voo local). A aproximadamente 100 m de altura, o rebocador perdeu sustentação, estolou e colidiu com uma árvore antes de se chocar contra o solo. Quando o piloto do planador percebeu que a aeronave rebocadora apresentou uma atitude anormal, ele comandou o desligamento do cabo de reboque. O pouso do planador ocorreu em área descampada logo a frente.",19:00:00,null,1,0,"-28,6644",0,0,0,0,0,0,0,0,0,0,0,1,"-53,6047",PTPJX,KW1,CRUZ ALTA,IPE,1080/2014,5943,1,Voo de Instrução,GOVERNO FEDERAL / AEROCLUBE DE CRUZ ALTA,AEROCLUBE DE CRUZ ALTA,280,verdadeiro,Sul,GLID,null,LOC-I,RS
SNLF,SNLF,L1P,TPP,Incidente Grave,Leve,2020-03-19,FALHA OU MAU FUNCIONAMENTO DO MOTOR,Em rota,"A AERONAVE DECOLOU DA PISTA DA FAZENDA TRÊS FLECHAS (SNLF), VILA RICA, MT, POR VOLTA DAS 13H00MIN (UTC), A FIM DE REALIZAR APLICAÇÃO DE DEFENSIVOS AGRÍCOLAS, COM UM PILOTO A BORDO. DURANTE UMA DAS APLICAÇÕES, A AERONAVE PERDEU
POTÊNCIA E O PILOTO POUSOU EM FRENTE, ALIJANDO ANTES A CARGA DO HOOPER. A AERONAVE TEVE DANOS LEVES NA PONTA DA ASA ESQUERDA E NAS PÁS DA HÉLICE. O TRIPULANTE SAIU ILESO.",13:30:00,Fora de Aeródromo,0,1,"-10,0817",0,0,0,0,0,0,0,0,0,0,0,0,"-51,8886",PTVXN,EMB-202A,VILA RICA,EMBRAER,PT-VXN 19MAR2020 13H30 SERIPA6,11219,1,Operação Agrícola,AGROPECUÁRIA LOCKS LTDA,AGROPECUARIA LOCKS LTDA,1800,verdadeiro,Centro-Oeste,IPAN,-,SCF-PP,MT
,,H1T,TPX,Acidente,null,2000-02-02,null,null,"O helicóptero decolou de Pacoti Riachão – CE para Itaitinga – CE, transportando o piloto e três passageiros. Após aproximadamente 15 minutos de vôo, a aeronave experimentou falha de motor seguida de perda de potência, o que obrigou o piloto a um pouso forçado. Este foi realizado de forma brusca, uma vez que não se conseguiu efetividade no “flare”. Após atingir o solo, o helicóptero girou para a esquerda, terminando por tombar. Os ocupantes sofreram ferimentos leves e a aeronave ficou seriamente danificada.",null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PTHNS,AS 350 BA,null,HELIBRAS,/2000,4558,6,Táxi Aéreo,NORTH STAR TAXI AEREO LTDA,NORTH STAR TAXI AEREO LTDA,2100,verdadeiro,Nordeste,AS50,null,null,CE
,,L2J,TPR,Incidente,null,2012-06-21,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,Subida,"A aeronave PR-GUJ realizava o voo GOL 1392, etapa SBGR/SBGO, do dia 21/JUN/2102. Após a decolagem e recolhimento do trem de pouso, o comandante constatou que a indicação de quantidade do sistema hidráulico A ficou zerada e a bomba hidráulica mecânica associada acendeu “low pressure”. Após contato com a empresa foi decidido o retorno para SBGR, foi declarada situação de urgência ao ACCBS (PAN PAN) e esse órgão de controle assim como o APP SP trataram como emergência, apesar do Cmte ter por mais de uma vez dito não se tratar de emergência, mas sim urgência, o CGNA foi cientificado e solicitou ao ACC e APP que alterassem seus relatórios para urgência, como está sendo procedido. A tripulação cumpriu os “checklists” e o pouso ocorreu sem anormalidades, efetuando o taxi in por meios próprios para o estacionamento. Passageiros e tripulantes permaneceram ilesos.",null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PRGUJ,737-8EH,null,BOEING COMPANY,1201/2012,3203,196,Voo Regular,GOL,GOL,79015,verdadeiro,Sudeste,B738,null,SCF-NP,SP
,,H1T,TPP,Ocorrência Anormal,null,2012-07-27,null,Pouso,DURANTE PROCEDIMENTO DE POUSO A AEROAVE APRESENTOU FORTE VIBRAÇAO SENTIDA NOS PEDAIS DE COMANDO. FOI EFETUADO O POUSO EM CONDIÇÕES NORMAIS. A AERONAVE ESTÁ NO PÁTIO DO AERÓDROMO DE PIRACICABA.,null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PRMNT,AS 350 B3,null,HELIBRAS,1479/2012,3297,6,Voo Privado,MANETONI,MANETONI,2250,verdadeiro,Sudeste,AS50,null,null,SP
SNCJ,SNCJ,L1P,TPX,Ocorrência de Solo,Substancial,2014-04-24,OUTROS,Operação de Solo,"Na data e horários acima descritos a aeronave estava na área de check para giro de motor por solicitação da manutenção pós serviço de reparo no sistema elétrico. Após o giro de motor e confirmação de que o sistema estava funcionando corretamente o tripulante iniciou o táxi para área de estacionamento, área de grama, e ao sair da taxiway o trem de nariz afundou devido um buraco oculto na grama provavelmente ocasionado pelas fortes chuvas do período e por conta disso a hélice tocou o chão com o motor em funcionamento fazendo com que a mesma sofresse danos",20:20:00,null,0,1,"-2,54667",0,0,0,0,0,0,0,0,0,0,0,0,"-54,705",PTKKF,210L,SANTARÉM,CESSNA AIRCRAFT,0731/2014,5795,6,Táxi Aéreo,PIQUIATUBA TÁXI AÉREO,PIQUIATUBA TAXI AEREO LTDA - EPP,1724,verdadeiro,Norte,C210,null,OTHR,PA
,,L1P,TPP,Acidente,null,2010-07-19,CONTATO ANORMAL COM A PISTA,null,"AO EFETUAR O POUSO NA PISTA DE GRAMA, A BEQUILHA QUEBROU NO TOQUE DO AVIÃO NO SOLO. A AERONAVE TEVE DANOS GRAVES NA BEQUILHA E NAS PÁS DA HÉLICE. OS OCUPANTES SAÍRAM ILESOS DA OCORRÊNCIA.",null,null,1,1,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PRJCW,SR22,null,CIRRUS DESIGN,36/2010,1046,4,Voo Privado,CARLOS ALBERTO NUNES ROCHA,CARLOS ALBERTO NUNES ROCHA,1542,verdadeiro,Centro-Oeste,SR22,null,ARC,DF
,,H2T,TPX,Incidente,null,2010-06-27,OUTROS,null,"NO DIA 27/06/10, APÓS DECOLAR E ESTABILIZAR EM VOO RETO E NIVELADO NA PROA DE JUARUNA (MAGNÉTICA 284°), MANTENDO A VELOCIDADE DE 75KT, COM CARGA EXTERNA, SENTIU-SE UM PEQUENO TRANCO E EM ATO CONTÍNUO VERIFICOU-SE O ESPELHO DE CARGA, CONSTATANDO QUE A CARGA (TUBO DE COMANDO) HAVIA SE DESPRENDIDO DO CABO. DIANTE DE TAL OCORRÊNCIA, TOMOU-SE A DECISAÕ DE RETORNAR PARA TARACUÁ, COM O CABO PRESO AO GANCHO DE CARGA, ALIJANDO-O NO PÁTIO DE CARGAS. CABE RESSALTAR QUE AS CONDIÇÕES METEOROLÓGICAS ERAM CAVOK, COM VENTO CALMO E SEM TURBULÊNCIA.",null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PTHOX,212,null,BELL HELICOPTER,22/2010,1001,15,Táxi Aéreo,LÍDER TÁXI AÉREO S/A – AIR BRASIL,LIDER TAXI AEREO S/A – AIR BRASIL,5080,verdadeiro,Norte,B212,null,OTHR,AM
,,H1P,TPP,Ocorrência Anormal,null,2011-06-14,null,null,"Durante a aproximacao para o aerodromo de SBBH, quando a 5 minutos fora e pelo primeiro contato, solicitou prioridade para pouso, questionado o motivo, o Cmte informou pane na bomba de combustivel, declarou emergencia.",null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PRTUN,R44 II,null,ROBINSON HELICOPTER,93/2011,2164,4,Voo Privado,TUNEL AUTOMOVEIS LTDA,TUNEL AUTOMOVEIS LTDA,1134,verdadeiro,Sudeste,R44,null,null,MG
SBMT,SBMT,H1T,M38,Ocorrência Anormal,Nenhum,2019-09-23,INDETERMINADO,Manobra,"A aeronave decolou do Aeródromo Campo de Marte (SBMT), São Paulo, SP, a fim de realizar um voo de cheque com um piloto e um checador a bordo.
Após 50 minutos de voo e durante a realização da manobra de autorrotação, a aeronave apresentou forte vibração. No final da manobra, a vibração foi reduzida e o pouso foi realizada normalmente.
A aeronave não teve danos.
Os tripulantes saíram ilesos.",18:00:00,null,0,2,"-23,3917",0,0,0,0,0,0,0,0,0,0,0,0,"-46,7772",PROSP,AS 350 B3,SÃO PAULO,HELIBRAS,PR-OSP 23SET2019 18H00 SERIPA4,9842,6,Voo Privado,AIR JET TAXI AEREO LTDA,AIR JET TAXI AEREO LTDA,2250,verdadeiro,Sudeste,AS50,null,UNK,SP
SBPR,SBPR,L1P,ADE,Incidente Grave,Nenhum,2018-10-22,EXCURSÃO DE PISTA,Corrida após pouso,"APÓS O POUSO, A AERONAVE PERDEU O FREIO DA RODA ESQUERDA E O PILOTO NÃO CONSEGUIU MANTER O EIXO DA PISTA DURANTE A DESACELERAÇÃO. A AERONAVE SAIU PELA LATERAL DIREITA DA PISTA.
Localização",18:00:00,null,0,2,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PRHAC,210L,BELO HORIZONTE,CESSNA AIRCRAFT,201810241251179,8162,6,Operação Pública,POLÍCIA MILITAR DE MINAS GERAIS,POLICIA MILITAR DE MINAS GERAIS,1724,verdadeiro,Sudeste,C210,null,RE,MG
,,null,PET,Acidente,Substancial,2019-04-07,FALHA OU MAU FUNCIONAMENTO DO MOTOR,Em rota,"A AERONAVE DECOLOU DE LOCAL NÃO REGISTRADO E APROVADO, DENOMINADO CLUBE DAS ÁGUIAS, GOIÂNIA, GO, A FIM DE REALIZAR VOO PANORÂMICO, COM UM PILOTO E UM PASSAGEIRO A BORDO. DURANTE O VOO A AERONAVE APRESENTOU FALHA NO MOTOR. FOI REALIZADO POUSO FORÇADO EM UM PASTO. A AERONAVE TEVE DANOS SUBSTANCIAIS. O PILOTO E O PASSAGEIRO SAÍRAM ILESOS.",20:00:00,Fora de Aeródromo,1,1,"-16,8117",0,0,0,0,0,0,0,0,0,0,0,0,"-49,5247",PUEJR,null,ABADIA DE GOIÁS,null,PU-EJR 07ABR2019 20H00 SERIPA6,8464,0,Voo Experimental,LUIZ ANTONIO DE ALMEIDA,LUIZ ANTONIO DE ALMEIDA,000000,falso,Centro-Oeste,ULAC,-,SCF-PP,GO
SSXO,SDMJ,L1P,PET,Acidente,Substancial,2018-10-13,FALHA OU MAU FUNCIONAMENTO DO MOTOR,Em rota,"AERONAVE DECOLOU DO AERÓDROMO DE MOGI MIRIM, SP (SDMJ), COM DESTINO AO AERÓDROMO POUSADA DAS ÁGUIAS (SSXO), EM PRESIDENTE CASTELO BRANCO, PR, PARA UM VOO EM ROTA COM DUAS PESSOAS A BORDO. EM ROTA, HOUVE FALHA DO MOTOR E A AERONAVE REALIZOU UM POUSO FORÇADO EM UM CANAVIAL PRÓXIMO DO MUNICÍPIO ENGENHEIRO COELHO, SP. A AERONAVE TEVE DANOS SUBSTANCIAIS. OS TRIPULANTES SAÍRAM ILESOS.",10:10:00,null,1,1,"-22,5103",0,0,0,0,0,0,0,0,0,0,0,0,"-47,1364",PUOGS,AA-2120,ENGENHEIRO COELHO,OGLACIR ALVES SPENCE,PU-OGS 13OUT2018 10H10 SERIPA4,8156,2,Voo Privado,NEO COSMÉTICA INDUSTRIA CDE COSMÉTICOS E PERFUMES INDUSTRIAL LIMITADA ME,NEO COSMETICA INDUSTRIA CDE COSMETICOS E PERFUMES INDUSTRIAL LIMITADA ME,580,falso,Sudeste,ULAC,null,SCF-PP,SP
SJQN,null,L1T,S05,Incidente Grave,Substancial,2019-03-05,EXCURSÃO DE PISTA,Corrida após pouso,"A AERONAVE DECOLOU DE UMA ÁREA DE POUSO PARA USO AEROAGRÍCOLA LOCALIZADA NA CIDADE DE MONTIVIDIU, GO, COM DESTINO AO AERÓDROMO DE QUIRINÓPOLIS (SJQN) , GO, PARA VOO DE TRANSLADO, COM SOMENTE O PILOTO A BORDO. DURANTE O PROCEDIMENTO DE POUSO NA CABECEIRA 28, OCORREU A PERDA DE CONTROLE NO SOLO. A AERONAVE SAIU PELA LATERAL DIREITA DA PISTA. O PILOTO SAIU ILESO. A AERONAVE TEVE DANOS SUBSTANCIAIS.",16:15:00,null,0,1,"-18,4456",0,0,0,0,0,0,0,0,0,0,0,0,"-50,4108",PRAER,AT-502,QUIRINÓPOLIS,AIR TRACTOR,PR-AER 05MAR2019 16H15 SERIPA6,8355,1,Operação Agrícola,AEROTEX AVIAÇÃO AGRÍCOLA LTDA.,AEROTEX AVIACAO AGRICOLA LTDA.,3629,verdadeiro,Centro-Oeste,AT5T,null,RE,GO
SBMT,SBFL,L1P,PRI,Incidente,Nenhum,2019-03-08,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,Procedimento de Aproximação,"A AERONAVE DECOLOU DO AERÓDROMO HERCÍLIO LUZ (SBFL), FLORIANÓPOLIS, SC, PARA O AERÓDROMO DE CAMPO DE MARTE (SBMT), SÃO PAULO, SP, PARA UM VOO DE INSTRUÇÃO, COM DOIS TRIPULANTES A BORDO. NO VOO ESTAVA PREVISTO PROCEDIMENTO INSTRUMENTO PARA TREINAMENTO NO AERÓDROMO PROFESSOR URBANO ERNESTO STUMPF, SÃO JOSÉ DOS CAMPOS, SP. DURANTE A REALIZAÇÃO DO MESMO, QUANDO NA CURVA BASE, HOUVE INDICAÇÃO DE FALHA DO ALTERNADOR E, NA SEQUÊNCIA, FALHA DOS RÁDIOS. A TRIPULAÇÃO REALIZOU OS PROCEDIMENTOS PREVISTOS, COMPLETOU A APROXIMAÇÃO E POUSOU FINAL. A AERONAVE NÃO TEVE DANOS. OS TRIPULANTES SAÍRAM ILESOS.",18:00:00,null,0,2,"-23,2292",0,0,0,0,0,0,0,0,0,0,0,0,"-45,8614",PTNKH,EMB-711C,SÃO JOSÉ DOS CAMPOS,NEIVA,201903081932223,8361,4,Voo de Instrução,AEROCLUBE DE SÃO PAULO,AEROCLUBE DE SAO PAULO,1202,verdadeiro,Sudeste,P28R,null,SCF-NP,SP
SBJR,SDMC,L2P,PRI,Acidente,Substancial,2012-01-22,EXCURSÃO DE PISTA,Pouso,"AERONAVE INFORMOU NA FINAL BAIXADO E TRAVADO PARA POUSO NO AERÓDROMO DE JACAREPAGUÁ. A TORRE O PROCUROU PARA AUTORIZAR O POUSO E A AERONAVE ESTAVA NA FINAL DA CABECEIRA 02 E MESMO ALERTADA, INCLUSIVE DO VENTO, PROSSEGUIU PARA POUSO, DERRAPANDO E SAINDO DA PISTA PELA ESQUERDA, PRÓXIMO A CABECEIRA 20. O VENTO NO LOCAL ERA DE 240/04.",null,null,0,0,"-22,9875",0,0,0,0,0,0,0,0,0,0,0,0,"-43,37",PTDHU,PA-30,RIO DE JANEIRO,PIPER AIRCRAFT,0109/2012,2806,4,Voo de Instrução,AEROCLUBE DE JUIZ DE FORA,AEROCLUBE DE JUIZ DE FORA,1633,verdadeiro,Sudeste,PA30,null,RE,RJ
,,L2J,TPR,Incidente,null,2011-12-29,COLISÃO COM AVE,null,"A aeronave PT-MVU efetuando o voo JJ8010, etapa SBGR/SAEZ, durante a decolagem houve colisão com pássaro no motor #1.",null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PTMVU,A330-223,null,AIRBUS S.A.S.,7959/2011,2743,240,Voo Regular,TAM,TAM,233000,verdadeiro,Sudeste,A332,null,BIRD,SP
,,L1P,TPP,Acidente,null,2011-09-29,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,null,"ÀS 1726UTC O PTAVK, BE35, SBSN/SBSN, FL045, REA D, SETOR SUL, 16NM, RDL180, POB 02, EET0100, AUTONOMIA 0430, DECOLOU E PERDEU O CONTATO COM O CONTROLE SANTARÉM. FORAM EFETUADAS VÁRIAS CHAMADAS, PORÉM SEM SUCESSO. APÓS CONTATO VIA CELULAR, FOI INSTRUÍDO A PROSSEGUIR VISUAL, CHAMAR NO REGRESSO E INGRESSAR PELA REA DELTA, A 1500FT. ÀS 1824UTC, O SR. LUIZ BARRA, SGSO, INFORMOU TER RECEBIDO A INFORMAÇÃO DE QUE HAVIA UMA AERONAVE ACIDENTADA PRÓXIMO A COMUNIDADE DE LAVRAS. EM SEGUIDA O COA JÓ EVERALDO LIGOU PARA A TORRE SANTARÉM E INFORMOU QUE A POLÍCIA RODOVIÁRIA FEDERAL CONFIRMOU O ACIDENTE DE UMA AERONAVE NUMA PLANTAÇÃO DE SOJA, ONDE EFETUAVA SOBREVOO. NO MOMENTO HAVIA O TRÁFEGO DO PTRMX, PA34, SNOX/SBSN, E FOI SOLICITADO A REALIZAR SOBREVOO SOBRE O LOCAL. APÓS, O PTRMX INFORMOU QUE TRATAVA-SE DO PTAVK E ESTAVA DE DORSO, QUE HAVIA A PRESENÇA DE UMA AMBULÂNCIA NO LOCAL.",null,null,0,0,null,0,0,0,1,0,1,0,0,0,0,0,0,null,PTAVK,D35,null,BEECH AIRCRAFT,7265/2011,2470,4,Voo Privado,RAIMUNDO ARAUJO PEREIRA,RAIMUNDO ARAUJO PEREIRA,1236,verdadeiro,Norte,BE35,null,SCF-NP,PA
SBNT,SBRF,L2T,TPR,Ocorrência Anormal,Nenhum,2013-02-06,null,Em rota,"Durante a fase de cruzeiro, ocorreu embandeiramento não comandado da hélice # 01, caracterizando pane de AFU (Autofeather Unit). Não houve flame out e foram seguidos os procedimentos previstos. A potência foi restabelecida e os parâmetros voltaram ao normal. Aeronave prosseguiu para o Aeroporto de Natal e efetuou o pouso, sem anormalidades.",12:30:00,null,47,4,"-5,90833",0,0,0,0,0,0,0,0,0,0,0,0,"-35,2492",PPPTU,ATR-72-212A,NATAL,AEROSPATIALE AND ALENIA,0244/2013,3812,73,Voo Regular,TRIP,TRIP,22500,verdadeiro,Nordeste,AT72,null,null,RN
SBKP,SBEG,L2J,TPR,Ocorrência Anormal,Nenhum,2012-11-01,null,Outras,"DURANTE INSPEÇÃO, APÓS VOO AD4401 ENTRE SBEG-SBKP FOI CONSTATADO PELA MANUTENÇÃO OCORRÊNCIA DE LIGHTNING STRIKE NO RADOME. VOO E POUSO OCORRERAM DE FORMA NORMAL.",21:00:00,null,89,5,"-23,0069",0,0,0,0,0,0,0,0,0,0,0,0,"-47,1344",PRAYM,ERJ 190-200 IGW,CAMPINAS,EMBRAER,2225/2012,3598,125,Voo Regular,AZUL,AZUL,52290,verdadeiro,Sudeste,E190,null,null,SP
SDUB,SDTB,L1P,PET,Acidente,Substancial,2013-07-05,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,Pouso,Trem de pouso não baixou.,20:15:00,null,0,1,"-23,4406",0,0,0,0,0,0,0,0,0,0,0,0,"-45,0753",PUFCN,P 2002 SIERRA,UBATUBA,TECNAN,1303/2013,4206,2,Voo Privado,MARCIO PICCOLOTTO DOTTORI,MARCIO PICCOLOTTO DOTTORI,600,falso,Sudeste,ULAC,null,SCF-NP,SP
SBSJ,SBSJ,L1P,PRI,Incidente,Nenhum,2018-03-24,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,Táxi,"DURANTE O TAXI NA TAXIWAY ECHO, PRÓXIMO A INTERSEÇÃO ALFA, NO SENTIDO DA CABECEIRA NÚMERO 15, DO AEROPORTO DE SBSJ, OCORREU O ESTOURO DO PNEU DE UM DOS TRENS PRINCIPAIS.",16:57:00,null,0,1,"-23,2289",0,0,0,0,0,0,0,0,0,0,0,0,"-45,8711",PRLSC,150L,SÃO JOSÉ DOS CAMPOS,CESSNA AIRCRAFT,201803261255433,7766,2,Voo de Instrução,AEROCLUBE DE SÃO JOSÉ DOS CAMPOS,AEROCLUBE DE SAO JOSE DOS CAMPOS,726,verdadeiro,Sudeste,C150,null,SCF-NP,SP
null,null,L2J,TPX,Incidente,Nenhum,2011-02-05,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,Aproximação,"DURANTE APROXIMACAO EM SBAG COM A AERONAVE LEAR JET 31A, PILOTADA PELO COMANDANTE JULIANO, FOI O NUMERO 1 NA APROXIMACAO COORDENADA COM A RADIO ANGRA 132.55. NA CURTA FINAL O COMANDANTE VISUALIZOU UM TRAFEGO (PP-COB, ESTA MATRICULA FOI OBTIDA MAIS TARDE NO SOLO) JA TOCANDO A CABECEIRA *10* E SEM CONTATO COM A RADIO QUE DESCONHECIA O TRAFEGO. DEVIDO A ISTO, FOI INICIADO PROCEDIMENTO DE ARREMETIDA, PARA EVITAR A COLISAO.",12:30:00,null,1,2,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PPCTA,31A,ANGRA DOS REIS,LEARJET,201102052791822,7471,10,Táxi Aéreo,COLT TAXI AEREO S/A,COLT TAXI AEREO S/A,7031,verdadeiro,Sudeste,LJ31,null,MAC,RJ
SBEG,SBBR,null,ESTRANGEIRA,Incidente,Nenhum,2010-07-19,null,Em rota,"OBS: HORÁRIO LOCAL NESSE TEXTO ÀS 18H50MIN O B-737-8 DA CMP VOO 701 TERIA SOFRIDO UMA TURBULÊNCIA E QUE PROVAVELMENTE HAVERIA PASSAGEIROS COM NECESSIDADE DE TENDIMENTO MÉDICO, SENDO PROVIDENCIADOL O AMBULIFT DA TAM E OS RECURSOS DA INFRAERO COMO PCM E O CAMINHÃO COM AS MACAS CVE. A AERONAVE SOLOU ÀS 20H07MIN NA 09L E CONFIRMOU A NECESSIDADE DO ATENDIMENTO MÉDICO NA POSIÇÃO I-10 ONDE CALÇOU ÁS 20H17MIN, FOI COORDENADO PELO COE E SUP GERAL O ACESSO DE 05 AMBULÂNCIAS DA SAMU E AMBULÂNCIAS INFRAERO PARA EFETUAREM O ATENDIMENTO E REMOÇÃO DE 08 PESSOAS SENDO 04 TRIPULANTES E 04 PASSAGEIROS PARA O HGG E HOSPITAL DO BAIRRO DOS PIMENTAS. A CCP DISPONIBILIZOU OS 05 ÔNIBUS DE TRANSPOTRTE DE PASSAGEIROS QUE PERMANECERAM NA POSIÇÃO DAS 20H03MIN ÀS 20H48MIN. A AERONAVE SOFREU TURBULÊNCIA ENTRE MANAUS E BRASÍLIA COM 145 PAX MAIS OS TRIPULANTES E 7.700 KILOS DE Q.A.V REMANESCENTES, NA AERONAVE NÃO FOI LOCALIZADA AVARIA. O ATENDIMENTO FOI NCERRADO ÀS 21H45MIN COM A SAÍDA DA ÚLTIMA AMBULÂNCIA DO PÁTIO.",17:30:00,null,0,0,"-23,4356",0,0,0,0,0,0,0,0,0,0,0,0,"-46,4731",HP1539,null,GUARULHOS,null,201009197637077,7466,null,Voo Regular,COPA AIRLINES,COPA AIRLINES,null,falso,Sudeste,null,null,null,SP
